Life expectancy ,Adult Mortality,infant deaths,Alcohol,Population,Education
41,519,30,4.21,4739147,7
39,533,29,3.97,4564297,6.7
83.1,55,0,1.79,,15.4
82.9,56,0,1.83,,15.4
82.7,57,0,1.83,,15.4
82.5,59,0,1.89,,15.4
82.2,6,0,1.8,,15.2
82,61,0,1.84,,14.5
81.7,62,0,1.73,,14.4
81.4,64,0,1.7,,14.2
81.1,65,0,1.6,,14.1
87,66,0,1.55,,13.9
82,69,0,1.49,,12.6
79.7,71,0,1.45,,12.7
79.3,73,0,1.43,,12.7
79,74,0,2.16,,12.6
78.7,76,0,2.08,,12.7
78.3,78,0,2.03,,12.5
76.7,19,0,,,15
76.4,113,0,10.6,,15.1
76.1,114,0,9.89,,15
75.8,118,0,10.12,,15
75.6,122,0,10.24,,15
75.1,124,0,10.13,,15
75,131,0,10.63,,14.9
74.7,136,0,11.37,,14.8
74.4,14,0,10.58,,14.5
74.3,138,0,10.28,,14.3
74,141,0,10.81,,14
74.1,138,0,10.03,,13.8
73.8,144,0,9.85,,13.6
73.7,145,0,10.78,,13.3
73.3,145,0,10.73,,13.3
73,147,0,11.06,,13
88,74,0,,263531,17.3
87,76,0,10.46,26198,17.6
85,78,0,9.53,259953,16.8
82,81,0,10.95,257159,16.8
79.8,84,0,10.61,252843,17
79.5,87,0,10.32,248583,16.9
79.1,9,0,10.52,239669,16.9
78.9,96,0,10.94,221316,16.9
78.3,12,0,11.02,218122,16.8
78.1,17,0,12.26,26868,16.7
77.5,14,0,11.14,2474,16.3
77.2,113,0,10,199712,16.6
76.5,119,0,11.58,1995733,16.1
76.6,117,0,9.29,199453,15.6
76.2,124,0,10.8,19926,14.7
76,122,0,11.9,1988925,14.6
69.2,177,0,,587482,9.6
68.8,183,0,0.01,57554,9.6
68.8,182,0,0.01,563513,9.5
68.7,184,0,0.01,551531,9.4
68.5,186,0,0.99,539614,9.4
68.3,188,0,1.1,52779,9.3
68.1,192,0,1.21,51679,9.3
68,193,0,1.09,54477,9.2
67.6,2,0,0.85,49294,9
67.6,2,0,0.99,481422,8.4
67.4,24,0,0.9,469885,8.3
67.1,29,0,1.18,458324,8.1
66.8,215,0,1.18,446769,8
66.5,22,0,1.08,435262,7.3
66.2,227,0,0.7,423853,6.6
65.8,235,0,0.71,41269,7.2
55,312,50,,,
54.3,321,51,0.01,,
54.2,318,51,0.01,,
53.1,336,51,0.01,,
53.1,329,51,0.01,,
52.4,336,52,0.01,,
52.2,335,52,0.01,,
51.9,336,52,0.01,,
51.5,34,52,0.01,,
51.5,337,51,0.01,,
51.6,334,50,0.01,,
51.2,341,49,0.01,,
51.1,344,48,0.01,,
58,348,47,0.01,,
57,352,46,0.01,,
55,355,45,0.01,,
62.9,328,42,,5511976.68,13
62,347,42,7.38,54146734.74,13
69,371,43,7.34,53311955.61,12.8
59.2,48,43,7.38,5256515.8,12.8
58.9,413,43,7.38,51729345.36,12.8
58,428,43,7.28,5979432.36,12.8
56.5,449,46,7.6,5255813.11,12.8
55.3,473,50,8.19,49557573.3,12.9
54.5,486,51,8.48,48883844.99,12.9
54,496,54,8.5,4823384.48,12.9
53.8,498,55,8.69,476667.24,12.9
53.7,497,55,6.96,4717.99,12.9
54,485,55,6.93,46418193.9,12.9
54.9,459,54,7.04,45855482.88,12.9
56,429,52,7.38,45312937,13
57.3,397,51,7.3,44896856,13
57.3,332,26,,11882136,4.9
56.6,343,26,,1153971,4.9
56.4,345,26,,1117749,4.9
56,347,26,,1818258,4.9
55.4,355,27,,1448857,4.9
55,359,27,,167192,0
54.3,369,27,,967667,0
53.6,377,27,,9263136,0
53.1,381,27,,88568,0
52.5,383,28,,8468152,0
51.9,383,28,,818877,0
51.4,383,29,,7787655,0
58,383,29,,751642,0
52,382,30,,7237276,0
49.6,381,30,,6974442,0
48.9,38,31,,67656,0
82.8,56,1,,46447697,17.7
82.6,58,1,0.01,4648882,17.6
82.4,6,1,9.25,466245,17.5
82,61,1,9.35,4677355,17.2
82.1,63,1,9.62,46742697,16.9
81.9,64,1,9.78,46576897,16.4
81.6,66,2,9.99,46362946,16.3
81.3,7,2,10.24,4595416,16.1
89,72,2,11.05,4522683,16
88,73,2,11.86,44397319,15.9
81,77,2,11.92,43653155,15.8
81,79,2,11.96,42921895,15.6
79.4,83,2,12.09,42187645,15.6
79.5,83,2,12.26,41431558,15.7
79.4,84,2,9.86,485412,15.7
79.1,86,2,11.12,4567864,15.7
74.9,138,3,,2966,14
74.7,141,3,2.37,2771,14
74.6,142,3,2.56,2585,13.8
74.5,143,3,2.8,2425,13.7
74.5,141,3,3.03,2271,13.6
74.5,138,3,2.31,2119,13.5
71.8,183,4,2.05,19968,13.4
72.3,172,4,2.1,19817,13.3
73.7,146,4,2.29,19668,13.2
73.8,145,4,1.96,1952,13.1
74.2,138,4,1.97,19373,12.9
69.1,197,6,1.56,19228,12.8
73.9,146,5,1.69,1983,12.7
73.7,149,5,1.62,18939,12.6
72.7,16,5,1.68,18797,12.5
71.5,175,5,1.45,18655,12.4
64.1,225,58,,3864783,7.2
63.8,229,59,0.01,37737913,7.2
63.5,232,60,0.01,36849918,7
63.2,235,61,0.01,3599192,6.8
62.7,241,61,2.12,35167314,7
62.5,243,62,1.77,34385963,7
62,248,63,1.99,3365619,6.8
61.8,251,64,2.01,32955496,6.3
61.4,254,65,2.01,32282526,6.4
61,26,66,1.9,316764,6.2
67,261,66,1.55,3911914,6.1
59.7,278,68,1.59,3186341,5.7
59.6,278,69,1.74,29435944,5.6
59.4,277,70,1.59,28679565,5.6
58.9,283,71,1.81,279455,5.6
58.6,284,71,1.76,2725535,5.5
71.6,176,0,,55328,12.7
71.4,178,0,6.32,547928,12.7
71.2,179,0,6.02,54254,12.7
71.3,178,0,5.73,53777,12.7
76,187,0,5.64,531589,12.5
73,19,0,5.26,52613,12.3
70,196,0,5.13,52619,12.1
69.8,196,0,4.94,515148,11.9
69.5,22,0,4.72,5975,11.7
69.3,199,0,4.52,5437,11.5
68.9,25,0,4.47,498946,11.3
68.3,214,0,4.55,49363,11.1
68,223,0,4.53,488332,10.9
67.9,221,0,4.41,48344,11
67.7,219,0,4.23,47774,11
67.4,224,0,4.29,47239,11.1
58.9,373,2,,131911,11.4
58.4,382,2,0.01,129597,11.4
57.6,393,2,0.01,1271456,11.4
56.5,412,2,0.01,1248158,11.3
55,438,2,5.2,1225258,11.2
53.6,459,2,4.93,122843,11
52.6,46,3,4.9,118675,10.8
51.4,477,3,4.87,1158897,10.6
50,51,3,5.55,1138434,10.5
47.8,564,3,5.53,112514,9.9
46,63,3,5.08,115873,9.7
45.6,69,3,5.78,19553,9.4
45.9,6,3,5.65,187392,9.1
46.4,587,3,5.52,1893,9.2
47.1,568,3,6.72,172927,9.3
48.4,536,3,7.19,161468,9.4
82.4,53,0,,9799186,15.9
82.3,54,0,7.3,969611,15.8
81.9,57,0,7.3,96379,15.8
81.7,57,0,7.4,9519374,15.8
81.7,58,0,7.4,9449213,16
81.5,58,0,7.2,9378126,15.8
81.4,62,0,7.3,9298515,15.8
81.1,62,0,6.9,9219637,15.7
89,63,0,6.9,914892,15.8
88,64,0,6.5,9855,15.9
85,66,0,6.5,929572,16
83,7,0,6.6,8993531,16
82,69,0,6.9,8958229,15.9
79.9,71,0,6.9,8924958,15.9
79.8,73,0,6.6,889596,15.9
79.6,73,0,6.2,887219,15.9
83.4,49,0,,8282396,16
83.2,51,0,9.61,8188649,15.9
83,52,0,9.73,889346,15.8
82.7,54,0,9.86,7996861,15.7
82.6,55,0,9.99,7912398,15.6
82.3,57,0,10.01,782499,15.4
82.1,6,0,10.15,7743831,15.3
82,6,0,10.29,7647675,15.3
81.7,63,0,10.44,7551117,15.3
81.5,65,0,10.24,7483934,15.2
81.1,66,0,10.15,7437115,15.2
81,69,0,10.55,7389625,15.1
85,72,0,10.82,73391,15
84,74,0,10.85,7284753,15.2
82,75,0,11.12,7229854,15.2
79.7,78,0,11.26,718425,15.1
64.5,293,6,,18734987,9
64.4,294,7,0.01,19239,9
63.6,37,7,0.01,1989141,13
62.8,32,7,0.01,24271,12.5
71.7,163,7,0.76,2863993,12
73.7,127,7,0.78,2118834,11.7
73.8,124,7,0.81,2824893,11.8
73.8,122,8,0.8,2325443,11.6
73.8,121,8,0.83,1963286,11.5
73.7,123,8,0.97,18914977,11.4
73.5,127,9,0.92,18294611,11
73.2,131,9,0.93,1786638,10.6
73,134,9,1.29,17415266,10.3
72.8,135,9,1.25,178791,10.2
72.7,135,10,1.29,16766899,10.1
72.6,136,10,1.41,1641848,10
69.7,161,10,,8548651,11.3
69.6,162,10,0.01,8362745,11.3
69.3,163,10,0.01,817789,11.2
68.8,164,10,0.01,799562,11.1
68.1,166,10,0.32,7815949,11.1
67.3,171,10,0.32,764163,11.1
66.7,174,10,0.3,7472819,11.1
66.4,178,10,0.32,739728,10.8
66.1,181,10,0.35,7152385,10.9
65.9,183,10,0.38,7557,10.7
65.5,194,10,0.37,6854176,10.6
65.9,177,11,0.38,6712841,10.5
65.2,182,11,0.36,6576877,10.1
64.3,193,12,0.6,6447688,9.8
64,194,13,0.86,6327125,9.7
63.7,198,14,0.37,621625,9.6
74.9,148,8,,686576,13.6
74.6,152,8,6.41,68416772,13.6
74.5,153,9,6.5,6814365,13.6
74.3,154,9,6.56,67843979,13.7
74.1,155,10,6.07,675313,13.3
73.9,158,10,5.95,672888,13.1
73.7,16,11,5.88,66881867,13
73.5,162,11,5.92,6654576,12.9
73.3,165,12,6.2,66195615,12.3
73,168,13,6.18,65824164,12.4
72.5,177,13,6.26,6542547,12
71.6,189,14,6.17,652231,11.9
71.7,189,15,6.14,64554952,11.8
71.4,192,16,5.93,6473164,11.5
71.2,194,17,5.92,63543322,11.2
71.1,194,18,5.88,6295821,10.9
75.7,12,0,,,12.9
75.5,12,0,1.13,,12.9
75.3,14,0,1.03,,12.9
75.1,15,0,1.23,,12.9
74.9,17,0,1.16,,12.9
74.7,18,0,1.47,,13
74.4,111,0,1.77,,13
74.2,111,0,1.72,,12.2
73.5,12,0,1.75,,12.2
73.7,122,0,1.74,,12.1
73.6,12,0,1.75,,11.9
73.5,12,0,2.07,,11.9
73.2,126,0,2.4,,11.9
72.8,128,0,2.53,,11.9
73.1,126,0,3.27,,11.8
72.6,125,0,2.86,,11.7
68.3,152,2,,124977,12.5
68,155,2,0.01,1212814,12.5
67.7,158,2,0.01,1184366,12.5
67.4,159,2,0.01,115676,12.5
67.2,161,2,0.5,1131523,12.5
66.9,163,2,0.1,119591,12.4
66.6,165,2,0.09,19221,12.1
66.2,168,2,0.06,17811,11.7
65.8,173,2,0.05,164973,11.3
64.9,186,2,0.04,148621,11
63.7,26,3,0.36,126484,10.6
62.3,229,3,0.38,996698,10.2
61,25,3,0.44,96852,9.8
62,261,3,0.48,923825,9.8
59.4,269,3,0.5,892531,9.8
58.7,276,3,0.5,87167,0
59.9,287,13,,741682,12
59.7,285,13,0.01,7228915,12
59.4,287,14,0.01,742948,12
58.9,294,14,0.01,6859482,12
58.3,34,14,1.44,6679282,11.5
57.4,323,14,1.21,652952,11
56.7,336,14,1.24,633472,10.6
56.2,344,14,1.33,6161796,10.1
55.9,344,14,1.37,5997385,10.6
55.7,345,15,1.37,5837792,10.2
55,357,15,1.14,5683268,10.1
54.9,355,15,1.01,5534598,10
54.7,355,15,1.02,539141,9.9
54.7,351,15,1,5251472,9.7
54.6,345,14,0.95,511177,9.4
54.6,339,14,1.1,497367,9.3
73.5,133,0,,16364,14.3
73.3,135,0,0.01,15782,14.3
73.2,137,0,0.01,15328,14.3
73,138,0,0.01,14951,14.4
72.9,14,0,0.96,14577,14.4
72.8,142,0,1.24,14137,14.4
72.5,147,0,1.08,1364,14.5
72.6,145,0,1.1,135,14.5
72.5,146,0,2.05,12357,14.5
72.4,148,0,1.79,11689,14.6
72.3,15,0,1.57,1141,14.6
72.2,151,0,1.8,146,14.6
72,153,0,1.79,99789,13.7
71.9,155,0,1.51,99184,13.5
71.8,157,0,1.35,98611,13.2
71.6,158,0,1.24,9882,13.7
71.2,17,0,,13692,12.7
71.1,171,0,6.94,1354493,12.7
71,172,0,6.71,1348248,12.7
78,174,0,6.7,1341588,12.6
76,176,0,6.5,1334788,12.6
74,179,0,6.5,13281,12.5
71,183,0,6.37,1321618,12.5
69.9,185,0,6.41,1315372,12.4
69.7,187,0,6.37,13926,12.4
69.6,188,0,6.35,133144,12.3
69.5,189,0,6.12,1296934,12.3
69.4,19,0,5.82,129535,12.2
69.3,191,0,5.53,128452,12
69.2,192,0,5.12,1277837,11.9
69.1,194,0,4.55,127238,11.8
69.1,197,0,4.68,1267984,11.7
75.3,1,3,,11273661,14.6
75.1,12,3,1.39,1114398,14.7
74.9,13,3,1.29,1114558,14.7
74.9,13,3,1.3,1886668,14.6
74.8,13,3,1.29,1761467,14.5
74.8,12,3,1.28,1639931,14.4
74.7,12,3,1.4,1521834,14.4
74.7,12,3,1.37,147336,14.3
74.6,12,3,1.24,129887,14.3
74.4,12,3,1.46,1196136,14.2
74.2,14,3,1.37,112482,13.9
74,15,3,1.36,11761,13.6
73.7,17,4,1.34,9939678,13.5
73.5,19,4,1.17,9864326,13.3
73.2,11,4,1.19,978571,13.1
72.9,112,4,1.21,9699197,12.8
75.8,16,15,,78271472,14.5
75.5,17,16,1.45,773628,14.5
75.2,19,17,1.41,75787333,14.4
74.8,112,19,1.54,74569867,14.3
74.5,114,20,1.53,7349455,13.8
74.2,116,21,1.49,72326914,13
73.9,118,23,1.4,71339185,12.5
73.5,121,25,1.39,74432,12.5
73.2,124,26,1.26,69597281,12.3
72.8,126,28,1.29,6876345,11.9
72.4,129,30,1.29,679346,11.9
72,132,33,1.35,677855,12
71.6,135,35,1.42,668583,11.9
71.2,138,38,1.47,6514354,11.5
78,14,41,1.49,64191474,11.1
74,143,44,1.54,6324121,10.7
66.3,215,6,,5565284,10.8
66,217,7,2.9,5466241,10.8
65.4,228,7,2.93,5366277,10.7
65.6,22,7,2.75,5267839,10.7
65.6,217,7,2.55,517461,10.6
65.8,211,7,2.48,58721,10.6
65.6,215,6,2.35,5795,10.5
64.5,235,6,2.4,4935762,10.5
64.1,241,6,2.58,487137,10.4
63.7,245,6,2.71,48115,10.4
63.3,248,6,2.85,4754641,10.3
63.5,238,6,2.86,473398,10.3
63.4,231,7,2.88,4655741,10.3
63.3,229,7,2.33,4612,10.2
64,221,7,2.35,45648,10.2
63.8,224,7,2.9,4516131,0
,,0,0.01,1819,0
62.3,291,66,,414487,10
61.5,38,68,0.01,38833338,10
67,325,71,0.01,37553726,10
60,339,73,0.01,3636796,10
59.3,347,76,10.22,3593648,10.7
58.4,362,79,10.03,33915133,10.9
57.5,378,82,9.63,32771895,10.8
56.3,41,84,9.79,31663896,10.6
55.5,41,88,9.65,359487,10.3
54.9,41,93,9.81,2955662,10.6
53.2,446,99,10.09,2854394,10.9
51.3,485,104,9.89,27568436,11.6
51,53,109,10.16,2662482,11.5
48.8,523,112,10.42,2571848,11
47.7,539,115,10.57,24854892,10.8
46.6,554,116,10.47,2439274,9.8
71.3,195,4,,4515429,15.3
78,23,4,8.06,45271947,15.2
71,198,4,8.44,454896,15.2
77,25,5,8.44,455933,15.1
75,24,5,8.48,45761,14.9
69.8,212,5,8.39,45877,14.9
69.2,231,5,8.71,46533,14.9
67.7,273,5,9.46,462582,14.9
67.5,277,5,8.86,465935,14.8
67.7,267,5,7.99,4678775,14.7
67,278,5,7.31,471515,14.5
67.4,267,5,6.79,474516,14.6
67.6,256,6,5.92,4781295,14.3
67.6,256,6,4.89,48225,13.9
67.7,253,6,4.31,48683865,13.2
67.5,257,6,4.49,49175848,13.3
77.1,75,1,,,13.3
76.9,77,1,1.91,,13.3
76.7,78,1,1.82,,13.3
76.5,8,1,1.75,,13.3
76.3,81,1,1.73,,13.3
76.2,82,1,1.69,,13.3
76,84,1,1.73,,13.2
75.8,85,1,1.86,,13.1
75.6,87,1,1.69,,12.9
75.4,89,1,1.74,,12.8
75.3,92,1,1.79,,12.6
75.1,95,1,1.77,,12.4
74.9,98,1,1.74,,12.3
74.7,11,1,1.72,,12.1
74.5,14,1,1.67,,12
74.2,17,1,1.64,,11.8
81.2,69,3,10.66,,
81,71,3,10.37,,
87,72,3,10.32,,
86,72,3,10.42,,
86,74,3,10.68,,
82,77,3,10.88,,
81,78,4,10.79,,
79.6,8,4,11.47,,
79.5,8,4,11.84,,
79.3,82,4,11.61,,
79,82,4,12.05,,
78.8,83,4,12.22,,
78.3,86,4,11.85,,
78.2,87,4,11.44,,
78,88,4,10.91,,
77.8,89,4,10.59,,
61.8,279,85,,,
67,34,86,0.01,,
59.7,323,86,4.2,,
58.6,348,87,3.98,,
58.3,348,88,4.04,,
57.5,36,89,4.19,,
56.9,368,91,3.97,,
56.2,376,92,3.44,,
54.5,411,94,4.4,,
53.1,437,96,4.07,,
52.2,449,97,3.94,,
51.5,454,100,3.81,,
58,459,103,2.34,,
52,46,106,3.37,,
49.6,46,110,4.09,,
49.2,457,114,3.89,,
79.3,13,23,,,
79.1,14,23,8.82,,
78.9,16,23,8.82,,
78.8,16,24,8.82,,
78.7,16,25,8.67,,
78.7,15,25,8.55,,
78.5,18,26,8.71,,
78.2,18,27,8.74,,
78.1,11,27,8.74,,
77.8,113,28,8.63,,
77.5,112,28,8.52,,
77.5,111,28,8.48,,
77.2,114,28,8.4,,
77,115,28,8.33,,
76.9,115,28,8.25,,
76.8,114,28,8.21,,
77,116,0,,3431552,15.5
76.8,117,0,6.03,3419546,15.5
76.8,117,0,5.82,3485,15.5
76.5,118,0,5.77,3396777,15.5
77,111,0,5.97,3385624,15.5
76.3,118,0,6.21,3374415,15.6
76.6,118,0,6.67,3362755,15.5
76.4,119,1,6.76,335824,15.7
75.4,124,1,6.67,3339741,15.3
76.2,117,1,6.58,333143,15.2
75.7,123,1,6.35,3325612,15.5
75.4,122,1,5.66,332496,15.5
75.4,121,1,5.11,3325637,15
75.4,124,1,5.86,3327773,14.7
75.2,123,1,6.48,332713,14.2
75.1,131,1,6.65,3321245,14
69.4,184,15,,312989,12.1
69.2,184,16,0.01,37577,12.1
69.1,185,17,0.01,32432,12
68.8,184,18,0.01,297745,12
68.5,183,19,2.83,293394,12
68.3,183,20,2.73,285624,11.9
68,183,21,2.56,277674,11.8
67.9,184,22,2.36,27328,11.9
67.8,184,22,2.15,26868,11.8
67.6,185,23,1.96,2648825,11.8
67.3,192,24,1.78,26167,11.7
67.8,183,24,1.59,2586435,11.6
67.2,183,25,1.54,2556765,11.3
67.1,186,27,1.47,2527185,11
67.4,185,28,1.53,2496445,10.7
67.1,189,30,1.6,24654,10.6
72,13,0,,26463,10.8
71.7,134,0,0.01,25885,10.8
71.6,135,0,0.01,253142,10.8
71.4,138,0,0.01,247485,10.8
71.2,141,0,0.85,241871,10.8
71,145,0,0.91,236295,10.8
78,149,0,0.83,23785,10.7
75,153,0,1.18,22534,10.7
73,157,0,1.01,219953,10.7
71,161,0,1,214634,10.6
69.9,165,0,0.88,2937,10.6
69.6,169,0,0.85,24143,10.7
69.4,173,0,1.2,198964,10.4
69.3,176,0,1.24,193956,10.2
69.1,179,0,0.91,18929,10.1
69,18,0,1.21,18563,9.6
74.1,157,9,,,14.3
73.9,158,9,6.47,,14.2
73.8,159,9,6.71,,14.2
73.7,161,9,6.7,,14.1
73.8,158,9,6.74,,14.1
73.7,158,9,7.22,,14
73.6,166,9,7.59,,14
73.2,168,9,8.18,,13.4
73.4,165,9,8.7,,12.9
73.6,163,9,8.27,,12.4
73.6,158,9,7.92,,11.8
73.3,161,10,7.55,,11.6
72.4,172,10,6.3,,11.6
73.1,167,10,6.89,,11
72.5,169,10,8.05,,10.4
72.5,168,11,8.01,,10.6
76,127,28,,,12.6
75.9,128,28,4.09,,12.5
75.7,129,28,4,,12.3
75.6,13,29,4.12,,12.2
75.4,131,29,3.94,,12
75.2,133,29,3.93,,11.9
75,134,29,3.86,,11.7
74.9,135,28,3.58,,11.6
74.7,136,28,3.01,,11.4
74.6,136,28,2.56,,11.3
74.4,136,29,2.7,,11.1
74.2,136,29,2.86,,11
74,137,30,2.19,,10.9
73.8,137,30,2.03,,10.7
73.6,138,32,1.84,,10.6
73.4,139,33,1.6,,10.4
65.7,224,37,,,9
65.4,228,37,0.01,,9
65.4,226,36,0.04,,9
64.7,236,36,0.04,,9
64.6,234,35,0.04,,8.6
64.4,233,35,0.06,,8.5
64.1,235,36,0.03,,8.4
63.8,238,37,0.04,,8.5
63.4,24,38,0.05,,8.6
63,242,39,0.04,,8.7
62.6,245,40,0.04,,8.6
62.2,247,42,0.06,,8.4
61.9,249,43,0.04,,8.2
61.5,25,45,0.07,,8
61.1,251,46,0.08,,7.9
68,252,48,0.07,,7.7
61.8,33,27,,161587,12.5
61.1,314,28,0.01,1562974,12.5
63,328,29,2.41,1515321,12.5
59.2,349,29,2.59,14699937,12.3
58.2,366,29,2.57,14264756,12
58,363,30,2.47,138533,11.8
57.4,368,30,2.3,13456417,11.6
55.7,45,31,2.12,1382517,11.4
52.6,487,32,2.08,12725974,11.1
58,526,33,2.25,12383446,10.9
49.3,554,34,2.33,1252156,10.7
47.9,578,36,2.46,11731746,10.5
46.4,64,39,2.33,11421984,10.2
45.5,69,41,2.44,111249,10
44.6,611,43,2.61,1824125,9.8
43.8,614,44,2.62,1531221,9.6
67,336,22,,15777451,10.3
59.2,371,23,6.5,15411675,10.3
58,399,25,6.39,155456,10.4
56.6,429,26,6.09,1471826,9.8
54.9,464,28,6,14386649,10.1
52.4,527,29,5.21,1486317,10
50,587,30,4.64,1381599,9.9
48.2,632,30,3.56,13558469,9.7
46.6,67,29,3.88,1332999,9.6
45.4,7,28,4.57,13124267,9.5
44.6,717,28,4.14,129432,9.3
44.3,723,27,4.36,12777511,9.2
44.5,715,26,4.06,12633897,9.5
44.8,73,25,4.43,125525,10
45.3,686,25,1.72,12366165,9.8
46,665,24,1.68,12222251,9.8
